year,index,positive,date,month,day
1990,1.0007,1,1990-01-01,01,1
1990,3.4016,1,1990-02-01,02,1
1990,2.99,1,1990-03-01,03,1
1990,1.8788,1,1990-04-01,04,1
1990,0.94282,1,1990-05-01,05,1
1990,0.3043,1,1990-06-01,06,1
1990,-0.29581,0,1990-07-01,07,1
1990,-0.18024,0,1990-08-01,08,1
1990,-0.2104,0,1990-09-01,09,1
1990,0.66034,1,1990-10-01,10,1
1990,0.52064,1,1990-11-01,11,1
1990,1.2767,1,1990-12-01,12,1
1991,0.72323,1,1991-01-01,01,1
1991,-0.87599,0,1991-02-01,02,1
1991,-0.5268,0,1991-03-01,03,1
1991,0.53021,1,1991-04-01,04,1
1991,0.48649,1,1991-05-01,05,1
1991,-0.11536,0,1991-06-01,06,1
1991,-0.18797,0,1991-07-01,07,1
1991,0.79688,1,1991-08-01,08,1
1991,-0.11221,0,1991-09-01,09,1
1991,-0.25195,0,1991-10-01,10,1
1991,0.28465,1,1991-11-01,11,1
1991,1.6132,1,1991-12-01,12,1
1992,0.55003,1,1992-01-01,01,1
1992,1.1217,1,1992-02-01,02,1
1992,0.98423,1,1992-03-01,03,1
1992,-0.52053,0,1992-04-01,04,1
1992,1.3414,1,1992-05-01,05,1
1992,-0.30196,0,1992-06-01,06,1
1992,0.19113,1,1992-07-01,07,1
1992,0.53534,1,1992-08-01,08,1
1992,-0.6403,0,1992-09-01,09,1
1992,-0.36589,0,1992-10-01,10,1
1992,0.71699,1,1992-11-01,11,1
1992,1.6267,1,1992-12-01,12,1
1993,3.4953,1,1993-01-01,01,1
1993,0.1845,1,1993-02-01,02,1
1993,0.76435,1,1993-03-01,03,1
1993,-0.43545,0,1993-04-01,04,1
1993,-1.6075,0,1993-05-01,05,1
1993,-0.51951,0,1993-06-01,06,1
1993,-0.5107,0,1993-07-01,07,1
1993,-0.39299,0,1993-08-01,08,1
1993,-0.36063,0,1993-09-01,09,1
1993,-0.56501,0,1993-10-01,10,1
1993,1.0018,1,1993-11-01,11,1
1993,-0.10412,0,1993-12-01,12,1
1994,-0.28785,0,1994-01-01,01,1
1994,-0.86154,0,1994-02-01,02,1
1994,1.881,1,1994-03-01,03,1
1994,0.22474,1,1994-04-01,04,1
1994,-0.11545,0,1994-05-01,05,1
1994,1.6063,1,1994-06-01,06,1
1994,0.35074,1,1994-07-01,07,1
1994,0.82753,1,1994-08-01,08,1
1994,-0.084055,0,1994-09-01,09,1
1994,0.17403,1,1994-10-01,10,1
1994,1.7794,1,1994-11-01,11,1
1994,0.89383,1,1994-12-01,12,1
1995,-0.15377,0,1995-01-01,01,1
1995,1.4289,1,1995-02-01,02,1
1995,0.39323,1,1995-03-01,03,1
1995,-0.96313,0,1995-04-01,04,1
1995,-0.8912,0,1995-05-01,05,1
1995,-0.11182,0,1995-06-01,06,1
1995,-0.21708,0,1995-07-01,07,1
1995,0.54359,1,1995-08-01,08,1
1995,-0.54903,0,1995-09-01,09,1
1995,0.075041,1,1995-10-01,10,1
1995,-0.72327,0,1995-11-01,11,1
1995,-2.1271,0,1995-12-01,12,1
1996,-1.2004,0,1996-01-01,01,1
1996,0.16321,1,1996-02-01,02,1
1996,-1.4832,0,1996-03-01,03,1
1996,-1.5251,0,1996-04-01,04,1
1996,-0.22642,0,1996-05-01,05,1
1996,0.49673,1,1996-06-01,06,1
1996,0.71457,1,1996-07-01,07,1
1996,0.12471,1,1996-08-01,08,1
1996,-1.14,0,1996-09-01,09,1
1996,0.18253,1,1996-10-01,10,1
1996,0.13637,1,1996-11-01,11,1
1996,-1.7208,0,1996-12-01,12,1
1997,-0.45677,0,1997-01-01,01,1
1997,1.8887,1,1997-02-01,02,1
1997,1.0908,1,1997-03-01,03,1
1997,0.32363,1,1997-04-01,04,1
1997,-0.96113,0,1997-05-01,05,1
1997,-0.81499,0,1997-06-01,06,1
1997,-0.43061,0,1997-07-01,07,1
1997,0.12062,1,1997-08-01,08,1
1997,0.19451,1,1997-09-01,09,1
1997,-0.69971,0,1997-10-01,10,1
1997,-0.66113,0,1997-11-01,11,1
1997,-0.071116,0,1997-12-01,12,1
1998,-2.0806,0,1998-01-01,01,1
1998,-0.18318,0,1998-02-01,02,1
1998,-0.25442,0,1998-03-01,03,1
1998,-0.037912,0,1998-04-01,04,1
1998,0.42864,1,1998-05-01,05,1
1998,-0.71073,0,1998-06-01,06,1
1998,-0.21167,0,1998-07-01,07,1
1998,0.65033,1,1998-08-01,08,1
1998,-1.0499,0,1998-09-01,09,1
1998,0.29433,1,1998-10-01,10,1
1998,-1.4494,0,1998-11-01,11,1
1998,1.3534,1,1998-12-01,12,1
1999,0.11035,1,1999-01-01,01,1
1999,0.48213,1,1999-02-01,02,1
1999,-1.4916,0,1999-03-01,03,1
1999,0.28445,1,1999-04-01,04,1
1999,0.22587,1,1999-05-01,05,1
1999,0.70703,1,1999-06-01,06,1
1999,-0.0020418,0,1999-07-01,07,1
1999,-0.67215,0,1999-08-01,08,1
1999,0.059078,1,1999-09-01,09,1
1999,-0.0058023,0,1999-10-01,10,1
1999,0.61094,1,1999-11-01,11,1
1999,1.0431,1,1999-12-01,12,1
2000,1.2702,1,2000-01-01,01,1
2000,1.0758,1,2000-02-01,02,1
2000,-0.45136,0,2000-03-01,03,1
2000,-0.27852,0,2000-04-01,04,1
2000,0.96909,1,2000-05-01,05,1
2000,0.5861,1,2000-06-01,06,1
2000,-0.64943,0,2000-07-01,07,1
2000,0.14389,1,2000-08-01,08,1
2000,0.39486,1,2000-09-01,09,1
2000,0.31678,1,2000-10-01,10,1
2000,-1.5815,0,2000-11-01,11,1
2000,-2.3544,0,2000-12-01,12,1
2001,-0.95883,0,2001-01-01,01,1
2001,-0.62241,0,2001-02-01,02,1
2001,-1.6865,0,2001-03-01,03,1
2001,0.90598,1,2001-04-01,04,1
2001,0.45196,1,2001-05-01,05,1
2001,-0.015338,0,2001-06-01,06,1
2001,-0.030988,0,2001-07-01,07,1
2001,0.5205,1,2001-08-01,08,1
2001,-0.7066,0,2001-09-01,09,1
2001,0.70747,1,2001-10-01,10,1
2001,0.81865,1,2001-11-01,11,1
2001,-1.3224,0,2001-12-01,12,1
2002,1.3813,1,2002-01-01,01,1
2002,1.3035,1,2002-02-01,02,1
2002,0.902,1,2002-03-01,03,1
2002,0.74841,1,2002-04-01,04,1
2002,0.40136,1,2002-05-01,05,1
2002,0.57274,1,2002-06-01,06,1
2002,0.32764,1,2002-07-01,07,1
2002,-0.22853,0,2002-08-01,08,1
2002,-0.042744,0,2002-09-01,09,1
2002,-1.4885,0,2002-10-01,10,1
2002,-1.4251,0,2002-11-01,11,1
2002,-1.5921,0,2002-12-01,12,1
2003,-0.47167,0,2003-01-01,01,1
2003,0.1278,1,2003-02-01,02,1
2003,0.93297,1,2003-03-01,03,1
2003,-0.17811,0,2003-04-01,04,1
2003,1.0167,1,2003-05-01,05,1
2003,-0.10212,0,2003-06-01,06,1
2003,0.075316,1,2003-07-01,07,1
2003,-0.28037,0,2003-08-01,08,1
2003,0.46658,1,2003-09-01,09,1
2003,-0.66981,0,2003-10-01,10,1
2003,0.64242,1,2003-11-01,11,1
2003,0.26521,1,2003-12-01,12,1
2004,-1.6858,0,2004-01-01,01,1
2004,-1.5285,0,2004-02-01,02,1
2004,0.31806,1,2004-03-01,03,1
2004,-0.40938,0,2004-04-01,04,1
2004,-0.094252,0,2004-05-01,05,1
2004,-0.23587,0,2004-06-01,06,1
2004,-0.20054,0,2004-07-01,07,1
2004,-0.72019,0,2004-08-01,08,1
2004,0.85501,1,2004-09-01,09,1
2004,-0.51542,0,2004-10-01,10,1
2004,0.67827,1,2004-11-01,11,1
2004,1.2301,1,2004-12-01,12,1
2005,0.35617,1,2005-01-01,01,1
2005,-1.2706,0,2005-02-01,02,1
2005,-1.3479,0,2005-03-01,03,1
2005,-0.046214,0,2005-04-01,04,1
2005,-0.76336,0,2005-05-01,05,1
2005,-0.38324,0,2005-06-01,06,1
2005,-0.030247,0,2005-07-01,07,1
2005,0.026141,1,2005-08-01,08,1
2005,0.80239,1,2005-09-01,09,1
2005,0.029768,1,2005-10-01,10,1
2005,0.22769,1,2005-11-01,11,1
2005,-2.1039,0,2005-12-01,12,1
2006,-0.17047,0,2006-01-01,01,1
2006,-0.15577,0,2006-02-01,02,1
2006,-1.6038,0,2006-03-01,03,1
2006,0.13833,1,2006-04-01,04,1
2006,0.15581,1,2006-05-01,05,1
2006,1.0708,1,2006-06-01,06,1
2006,0.1027,1,2006-07-01,07,1
2006,-0.26525,0,2006-08-01,08,1
2006,0.60649,1,2006-09-01,09,1
2006,-1.0291,0,2006-10-01,10,1
2006,0.52131,1,2006-11-01,11,1
2006,2.2817,1,2006-12-01,12,1
2007,2.0338,1,2007-01-01,01,1
2007,-1.3069,0,2007-02-01,02,1
2007,1.1821,1,2007-03-01,03,1
2007,0.54427,1,2007-04-01,04,1
2007,0.89367,1,2007-05-01,05,1
2007,-0.55496,0,2007-06-01,06,1
2007,-0.39652,0,2007-07-01,07,1
2007,-0.033738,0,2007-08-01,08,1
2007,0.17892,1,2007-09-01,09,1
2007,0.38348,1,2007-10-01,10,1
2007,-0.51866,0,2007-11-01,11,1
2007,0.82113,1,2007-12-01,12,1
2008,0.81896,1,2008-01-01,01,1
2008,0.93807,1,2008-02-01,02,1
2008,0.58559,1,2008-03-01,03,1
2008,-0.45501,0,2008-04-01,04,1
2008,-1.2047,0,2008-05-01,05,1
2008,-0.08978,0,2008-06-01,06,1
2008,-0.47992,0,2008-07-01,07,1
2008,-0.080482,0,2008-08-01,08,1
2008,-0.32657,0,2008-09-01,09,1
2008,1.6758,1,2008-10-01,10,1
2008,0.092205,1,2008-11-01,11,1
2008,0.64778,1,2008-12-01,12,1
2009,0.79975,1,2009-01-01,01,1
2009,-0.6723,0,2009-02-01,02,1
2009,0.12134,1,2009-03-01,03,1
2009,0.97253,1,2009-04-01,04,1
2009,1.1937,1,2009-05-01,05,1
2009,-1.3507,0,2009-06-01,06,1
2009,-1.3559,0,2009-07-01,07,1
2009,-0.053666,0,2009-08-01,08,1
2009,0.87451,1,2009-09-01,09,1
2009,-1.5399,0,2009-10-01,10,1
2009,0.45885,1,2009-11-01,11,1
2009,-3.4128,0,2009-12-01,12,1
2010,-2.5868,0,2010-01-01,01,1
2010,-4.2657,0,2010-02-01,02,1
2010,-0.43208,0,2010-03-01,03,1
2010,-0.2745,0,2010-04-01,04,1
2010,-0.91864,0,2010-05-01,05,1
2010,-0.013004,0,2010-06-01,06,1
2010,0.43527,1,2010-07-01,07,1
2010,-0.1166,0,2010-08-01,08,1
2010,-0.86464,0,2010-09-01,09,1
2010,-0.46697,0,2010-10-01,10,1
2010,-0.37575,0,2010-11-01,11,1
2010,-2.631,0,2010-12-01,12,1
2011,-1.6831,0,2011-01-01,01,1
2011,1.5754,1,2011-02-01,02,1
2011,1.4241,1,2011-03-01,03,1
2011,2.2748,1,2011-04-01,04,1
2011,-0.035093,0,2011-05-01,05,1
2011,-0.85775,0,2011-06-01,06,1
2011,-0.47162,0,2011-07-01,07,1
2011,-1.0626,0,2011-08-01,08,1
2011,0.66474,1,2011-09-01,09,1
2011,0.79975,1,2011-10-01,10,1
2011,1.4592,1,2011-11-01,11,1
2011,2.2208,1,2011-12-01,12,1
2012,-0.21966,0,2012-01-01,01,1
2012,-0.036335,0,2012-02-01,02,1
2012,1.0371,1,2012-03-01,03,1
2012,-0.034571,0,2012-04-01,04,1
2012,0.16841,1,2012-05-01,05,1
2012,-0.67241,0,2012-06-01,06,1
2012,0.16779,1,2012-07-01,07,1
2012,0.013999,1,2012-08-01,08,1
2012,0.77225,1,2012-09-01,09,1
2012,-1.514,0,2012-10-01,10,1
2012,-0.11057,0,2012-11-01,11,1
2012,-1.7486,0,2012-12-01,12,1
2013,-0.60952,0,2013-01-01,01,1
2013,-1.0074,0,2013-02-01,02,1
2013,-3.1854,0,2013-03-01,03,1
2013,0.32221,1,2013-04-01,04,1
2013,0.49401,1,2013-05-01,05,1
2013,0.54865,1,2013-06-01,06,1
2013,-0.011112,0,2013-07-01,07,1
2013,0.15425,1,2013-08-01,08,1
2013,-0.46088,0,2013-09-01,09,1
2013,0.26276,1,2013-10-01,10,1
2013,2.029,1,2013-11-01,11,1
2013,1.4749,1,2013-12-01,12,1
2014,-0.96876,0,2014-01-01,01,1
2014,0.043775,1,2014-02-01,02,1
2014,1.2058,1,2014-03-01,03,1
2014,0.97197,1,2014-04-01,04,1
2014,0.46421,1,2014-05-01,05,1
2014,-0.50745,0,2014-06-01,06,1
2014,-0.48894,0,2014-07-01,07,1
2014,-0.37154,0,2014-08-01,08,1
2014,0.10191,1,2014-09-01,09,1
2014,-1.1344,0,2014-10-01,10,1
2014,-0.5303,0,2014-11-01,11,1
2014,0.41292,1,2014-12-01,12,1
2015,1.0916,1,2015-01-01,01,1
2015,1.0426,1,2015-02-01,02,1
2015,1.8374,1,2015-03-01,03,1
2015,1.2157,1,2015-04-01,04,1
2015,0.76276,1,2015-05-01,05,1
2015,0.42704,1,2015-06-01,06,1
2015,-1.1079,0,2015-07-01,07,1
2015,-0.68902,0,2015-08-01,08,1
2015,-0.16451,0,2015-09-01,09,1
2015,-0.25006,0,2015-10-01,10,1
2015,1.945,1,2015-11-01,11,1
2015,1.4441,1,2015-12-01,12,1
2016,-1.4487,0,2016-01-01,01,1
2016,-0.023521,0,2016-02-01,02,1
2016,0.28024,1,2016-03-01,03,1
2016,-1.0511,0,2016-04-01,04,1
2016,-0.035739,0,2016-05-01,05,1
2016,0.31288,1,2016-06-01,06,1
2016,0.084758,1,2016-07-01,07,1
2016,0.47238,1,2016-08-01,08,1
2016,0.78097,1,2016-09-01,09,1
2016,-1.9173,0,2016-10-01,10,1
2016,-0.61091,0,2016-11-01,11,1
2016,1.7864,1,2016-12-01,12,1
2017,0.94197,1,2017-01-01,01,1
2017,0.33986,1,2017-02-01,02,1
2017,1.3654,1,2017-03-01,03,1
2017,-0.088658,0,2017-04-01,04,1
2017,-0.73014,0,2017-05-01,05,1
2017,0.40166,1,2017-06-01,06,1
2017,0.63423,1,2017-07-01,07,1
2017,0.15004,1,2017-08-01,08,1
2017,-0.49245,0,2017-09-01,09,1
2017,0.69034,1,2017-10-01,10,1
2017,-0.077573,0,2017-11-01,11,1
2017,-0.058978,0,2017-12-01,12,1
2018,-0.28084,0,2018-01-01,01,1
2018,0.11273,1,2018-02-01,02,1
2018,-0.94112,0,2018-03-01,03,1
2018,0.54391,1,2018-04-01,04,1
2018,1.1796,1,2018-05-01,05,1
2018,0.37988,1,2018-06-01,06,1
2018,0.61175,1,2018-07-01,07,1
2018,0.83607,1,2018-08-01,08,1
2018,0.58451,1,2018-09-01,09,1
2018,0.41277,1,2018-10-01,10,1
2018,-1.1162,0,2018-11-01,11,1
2018,0.10973,1,2018-12-01,12,1
2019,-0.7132,0,2019-01-01,01,1
2019,1.1495,1,2019-02-01,02,1
2019,2.1161,1,2019-03-01,03,1
2019,-0.25531,0,2019-04-01,04,1
2019,-1.2313,0,2019-05-01,05,1
2019,-0.60129,0,2019-06-01,06,1
2019,-0.88969,0,2019-07-01,07,1
2019,-0.72177,0,2019-08-01,08,1
2019,0.30620000000000003,1,2019-09-01,09,1
2019,-0.082195,0,2019-10-01,10,1
2019,-1.1934,0,2019-11-01,11,1
2019,0.41207,1,2019-12-01,12,1
